Word		Original_root		Predicted_root
کے		کا		
لی		لی		
چون		چون		
وائی		وائی		
نیو		نیو		
افتتاحی		افتتاحی		
انڈیا		انڈیا		
اوپن		اوپن		
سوپر		سوپر		
سیریز		سیریز		
بیڈ		بیڈ		
مینٹن		مینٹن		
سنگلز		سنگلز		
خطاب		خطاب		
جیت		جیت		
لیا		لے		
۔		۔		
انہوں		وہ		
نے		نے		
نئی		نئی		
دہلی		دہلی		
مےں		مےں		
کھیلے		کھیل		
گئے		جا		
فائنل		فائنل		
مقابلہ		مقابلہ		
مےں		مےں		
پیٹر		پیٹر		
گیڈ		گیڈ		
کو		کو		
21		21		
-		-		
12		12		
,		,		
12		12		
-		-		
21		21		
,		,		
NULL		null		
21		21		
-		-		
15		15		
سے		سے		
شکست		شکست		
دے		دے		
دی		دے		
۔		۔		
لی		لے		
چونگ		چونگ		
وائی		وائی		
عالمی		عالمی		
سطح		سطح		
پر		پر		
اول		اول		
نمبر		نمبر		
رینکنگ		رینکنگ		
رکھتے		رکھ		
ہےں		ہے		
اور		اور		
انہوں		وہ		
نے		نے		
تیسرے		تیسرے		
سیٹ		سیٹ		
میں		نمبر		
34		34		
سالہ		سالہ		
گیڈ		گیڈ		
کو		کو		
شکست		شکست		
سے		سے		
دوچار		دوچار		
کرتے		کر		
ہوئے		ہو		
افتتاحی		افتتاحی		
خطاب		خطاب		
جیت		جیت		
لیا		لے		
۔		۔		
دونوں		دو		
کھلاڑیوں		کھلاڑی		
نے		نے		
سیری		سیری		
فورٹ		فورٹ		
اسپورٹس		اسپورٹس		
کامپلکس		کامپلکس		
مےں		مےں		
ہوئے		ہو		
اس		وہ		
مقابلہ		مقابلہ		
مےں		مےں		
کانٹے		کانٹا		
کا		کا		
مقابلہ		مقابلہ		
کیا		کر		
۔		۔		
پہلے		پہلا		
سیٹ		سیٹ		
مےں		مےں		
کامیابی		کامیابی		
کے		کے		
بعد		بعد		
چونگ		چونگ		
وائی		وائی		
کو		کو		
دوسرے		دوسرا		
سیٹ		سیٹ		
مےں		مےں		
شکست		شکست		
کا		کا		
سامنا		سامنا		
کرنا		کر		
پڑا		پڑ		
تاہم		تاہم		
انہوں		وہ		
نے		نے		
تیسرے		تیسرا		
اور		اور		
فیصلہ_کن		فیصلہ_کن		
ٹسٹ		ٹسٹ		
مےں		مےں		
زبردست		زبردست		
مزاحمت		مزاحمت		
کرتے		کر		
ہوئے		ہو		
شاندار		شاندار		
واپسی		واپسی		
کی		کر		
اور		اور		
مخالف		مخالف		
کھلاڑی		کھلاڑی		
کو		کو		
کوئی		کوئی		
موقع		موقع		
دئے		دے		
بغیر		بغیر		
کامیابی		کامیابی		
حاصل		حاصل		
کر		کر		
لی		لے		
۔		۔		
پہلے		پہلا		
سیٹ		سیٹ		
مےں		مےں		
جب		جب		
چونگ		چونگ		
وائی		وائی		
نے		نے		
سبقت		سبقت		
حاصل		حاصل		
کر		کر		
لی		لے		
تھی		تھا		
اس		وہ		
وقت		وقت		
بھی		بھی		
گیڈ		گیڈ		
نے		نے		
اچھی		اچھا		
مزاحمت		مزاحمت		
کی		کر		
تھی		تھا		
تاہم		تاہم		
وہ		وہ		
زیادہ		زیادہ		
مزاحمت		مزاحمت		
کرتے		کر		
ہوئے		ہو		
سیٹ		سیٹ		
مےں		مےں		
کامیابی		کامیابی		
حاصل		حاصل		
نہیں		نہیں		
کر		کر		
سکے		سک		
تھے		تھا		
۔		۔		
دوسرا		دوسرا		
مقابلہ		مقابلہ		
گیڈ		گیڈ		
نے		نے		
جیتا		جیت		
اور		اور		
تیسرے		تیسرا		
سیٹ		سیٹ		
مےں		مےں		
دونوں		دو		
نے		نے		
سخت		سخت		
جدوجہد		جدوجہد		
کی		کر		
لیکن		لیکن		
چونگ		چونگ		
وائی		وائی		
نے		نے		
گیڈ		گیڈ		
کی		کا		
سرویس		سرویس		
بریک		بریک		
کی		کر		
اور		اور		
اس		وہ		
کے		کے		
بعد		بعد		
سے		سے		
وہ		وہ		
مسلسل		مسلسل		
تین		تین		
پوائنٹ		پوائنٹ		
حاصل		حاصل		
کرتے		کر		
ہوئے		ہو		
کافی		کافی		
آگے		آگے		
نکل		نکل		
گئے		جا		
تھے		تھا		
۔		۔		
انسٹیٹیوٹ		انسٹی		
فار		فار		
الیکٹرانک		الیکٹرانک		
گورننس		گورننس		
کی		کا		
جانب		جانب		
سے		سے		
پروگرامر		پروگرامر		
،		،		
ٹرینی		ٹرینی		
سافٹ_ویر		سافٹ_ویر		
انجینئر		انجینئر		
یا		یا		
مماثل		مماثل		
کے		کے		
لئے		لئے		
اےک		اےک		
واک_اِن		واک_اِن		
انٹرویو		انٹرویو		
کا		کا		
30		30		
اپریل		اپریل		
کو		کو		
صبح		صبح		
9		9		
بجے		بج		
بمقام		بمقام		
کیشو		کیشو		
میموریل		میموریل		
انسٹی_ٹیوٹ		انسٹی_ٹیوٹ		
آف		آف		
ٹکنالوجی		ٹکنالوجی		
متصل		متصل		
دیپک		دیپک		
تھیٹر		تھیٹر		
لین		لین		
نارائن		نارائن		
گوڑہ		گوڑہ		
اہتمام		اہتمام		
کیا		کر		
جائےگا		جا		
۔		۔		
انٹرویو		انٹرویو		
کا		کا		
یہ		یہ		
پروگرام		پروگرام		
آئی		آئی		
ٹی		ٹی		
ایم		ایم		
این		این		
سی		سی		
مےں		مےں		
200		200		
سے		سے		
زائد		زائد		
جائیدادوں		جائیداد		
کو		کو		
پُر		پُر		
کرنے		کر		
کے		کے		
لئے		لئے		
منعقد		منعقد		
کیا		کر		
جا		جا		
رہا		رہ		
ہے		ہے		
۔		۔		
صرف		صرف		
2011		2011		
ء		ء		
مےں		مےں		
کامیاب		کامیاب		
ہونے		ہو		
والے		والا		
بی		بی		
ایس		ایس		
سی		سی		
کمپیوٹر		کمپیوٹر		
سائنس		سائنس		
،		،		
میاتھس		میاتھس		
،		،		
اسٹائسٹکس		اسٹائسٹکس		
،		،		
انفارمیشن		انفارمیشن		
ٹکنالوجی		ٹکنالوجی		
،		،		
الکٹرانکس		الکٹرانکس		
،		،		
الیکٹریکل		الیکٹریکل		
،		،		
فزکس		فزکس		
یا		یا		
کیمسٹری		کیمسٹری		
کے		کا		
طلبہ		طالب		
اس		یہ		
مےں		مےں		
شرکت		شرکت		
کے		کا		
اہل		اہل		
ہیں		ہے		
۔		۔		
بالی_ووڈ		بالی_ووڈ		
اداکار		اداکار		
شائنی		شائنی		
آہوجہ		آہوجہ		
کو		کو		
ملازمہ		ملازمہ		
کی		کا		
عصمت_ریزی		عصمت_ریزی		
کا		کا		
مجرم		مجرم		
قرار		قرار		
دیتے		دے		
ہوئے		ہو		
ٹرائیل		ٹرائیل		
کورٹ		کورٹ		
کی		کا		
جانب		جانب		
سے		سے		
سنائی		سنا		
گئی		جا		
سزا		سزا		
کے		کا		
تقریباً		تقریباً		
اےک		اےک		
ماہ		ماہ		
بعد		بعد		
ممبئی		ممبئی		
ہائی		ہائی		
کورٹ		کورٹ		
نے		نے		
آج		آج		
اُن		وہ		
کی		کا		
ضمانت		ضمانت		
منظور		منظور		
کر		کر		
لی		لے		
۔		۔		
جسٹس		جسٹس		
اے		اے		
آر		آر		
جوشی		جوشی		
نے		نے		
شائنی		شائنی		
آہوجہ		آہوجہ		
کی		کا		
ضمانت		ضمانت		
منظور		منظور		
کرتے		کر		
ہوئے		ہو		
انھیں		وہ		
15000		15000		
روپئے		روپیہ		
کی		کا		
شخصی		شخصی		
ضمانت		ضمانت		
کی		کا		
تعمیل		تعمیل		
کا		کا		
حکم		حکم		
دیا		دے		
۔		۔		
جج		جج		
نے		نے		
یہ		یہ		
احساس		احساس		
ظاہر		ظاہر		
کیا		کر		
کہ		کہ		
اس		یہ		
وقت		وقت		
انھیں		وہ		
تحویل		تحویل		
مےں		مےں		
رکھنے		رکھ		
کی		کا		
ضرورت		ضرورت		
نہیں		نہیں		
ہے		ہے		
کیوںکہ		کیوںکہ		
پہلے		پہلے		
ہی		ہی		
مجرم		مجرم		
قرار		قرار		
دیا		دے		
جا		جا		
چکا		چک		
ہے		ہے		
تاہم		تاہم		
جج		جج		
نے		نے		
انھیں		وہ		
عدالت		عدالت		
کی		کا		
اجازت		اجازت		
کے		کے		
بغیر		بغیر		
ملک		ملک		
نہ		نہ		
چھوڑنے		چھوڑ		
کی		کا		
ہدایت		ہدایت		
دی		دے		
۔		۔		
شائنی		شائنی		
آہوجہ		آہوجہ		
کو		کو		
سیشن		سیشن		
کورٹ		کورٹ		
نے		نے		
30		30		
مارچ		مارچ		
کو		کو		
مجرم		مجرم		
قرار		قرار		
دیا		دے		
تھا		تھا		
اور		اور		
اس		وہ		
کے		کے		
فوری		فوری		
بعد		بعد		
انھوں		وہ		
نے		نے		
ہائی		ہائی		
کورٹ		کورٹ		
مےں		مےں		
اپیل		اپیل		
دائر		دائر		
کی		کر		
تھی		تھا		
۔		۔		
بالی_ووڈ		بالی_ووڈ		
اداکار		اداکار		
کے		کا		
وکیل		وکیل		
شریش		شریش		
گپتے		گپتے		
نے		نے		
اُن		وہ		
کے		کا		
موکل		موکل		
کو		کو		
ضمانت		ضمانت		
منظور		منظور		
کرنے		کر		
کی		کا		
خواہش		خواہش		
کرتے		کر		
ہوئے		ہو		
کہا		کہہ		
کہ		کہ		
انھیں		وہ		
اس		وہ		
وقت		وقت		
بھی		بھی		
مجرم		مجرم		
قرار		قرار		
دیا		دے		
گیا		جا		
تھا		تھا		
جبکہ		جبکہ		
عصمت_ریزی		عصمت_ریزی		
کا		کا		
الزام		الزام		
بھی		بھی		
عائد		عائد		
نہیں		نہیں		
کیا		کر		
گیا		جا		
تھا		تھا		
۔		۔		
متاثرہ		متاثرہ		
ملازمہ		ملازمہ		
نے		نے		
ٹرائیل		ٹرائیل		
کورٹ		کورٹ		
کو		کو		
بتایا		بتا		
کہ		کہ		
اُس		وہ		
کی		کا		
عصمت_ریزی		عصمت_ریزی		
نہیں		نہیں		
کی		کر		
گئی		جا		
تھی		تھا		
اور		اور		
اُس		وہ		
نے		نے		
ریکھا		ریکھا		
مانے		مانے		
کی		کا		
ایما		ایما		
پر		پر		
پولیس		پولیس		
کے		کے		
روبرو		روبرو		
غلط		غلط		
بیان		بیان		
دیا		دے		
تھا		تھا		
۔		۔		
ریکھا		ریکھا		
مانے		مانے		
کی		کا		
مبینہ		مبینہ		
طور		طور		
پر		پر		
شائنی		شائنی		
آہوجہ		آہوجہ		
سے		سے		
مخاصمت		مخاصمت		
پائی		پا		
جاتی		جا		
ہے		ہے		
۔		۔		
ٹرائیل		ٹرائیل		
کورٹ		کورٹ		
نے		نے		
شکایت_کنندہ		شکایت_کنندہ		
کے		کا		
بیان		بیان		
سے		سے		
انحراف		انحراف		
کے		کے		
باوجود		باوجود		
حالات		حالات		
و		و		
واقعاتی		واقعاتی		
شواہد		شواہد		
پر		پر		
اکتفا		اکتفا		
کرتے		کر		
ہوئے		ہو		
شائنی		شائنی		
آہوجہ		آہوجہ		
کو		کو		
7		7		
سال		سال		
قید		قید		
بامشقت		بامشقت		
کی		کا		
سزا		سزا		
سنائی		سنا		
تھی		تھا		
۔		۔		
ٹرائیل		ٹرائیل		
کورٹ		کورٹ		
نے		نے		
کہا		کہہ		
تھا		تھا		
کہ		کہ		
اُس		وہ		
نے		نے		
ڈی		ڈی		
این		این		
اے		اے		
رپورٹ		رپورٹ		
,		,		
میڈیکل		میڈیکل		
رپورٹ		رپورٹ		
اور		اور		
شائنی		شائنی		
کے		کا		
ہاتھ		ہاتھ		
پر		پر		
کھرچنے		کھرچ		
کے		کا		
نشانات		نشان		
کی		کا		
بنیاد		بنیاد		
پر		پر		
یہ		یہ		
سزا		سزا		
سنائی		سنا		
تھی		تھا		
۔		۔		
امریکی		امریکی		
جیلوں		جیل		
مےں		مےں		
انسانی		انسانی		
حقوق		حق		
کی		کا		
بدترین		بدترین		
اور		اور		
بھیانک		بھیانک		
خلافورزیوں		خلافورزی		
کا		کا		
نوٹ		نوٹ		
لیے		لے		
بغیر		بغیر		
عالمی		عالمی		
طاقتیں		طاقت		
مشرق		مشرق		
وسطی		وسطی		
اور		اور		
عرب		عرب		
ملکوں		مُلک		
مےں		مےں		
انسانی		انسانی		
حقوق		حق		
کی		کا		
دہائی		دہائی		
دے		دے		
کر		کر		
اپنے		اپنا		
اصولوں		اصول		
کا		کا		
جانبدارانہ		جانبدارانہ		
مظاہرہ		مظاہرہ		
کرتی		کر		
ہیں		ہے		
۔		۔		
گزشتہ		گزشتہ		
زائد		زائد		
6		6		
سال		سال		
سے		سے		
ان		یہ		
قیدیوں		قیدی		
کو		کو		
امریکی		امریکی		
سیکوریٹی		سیکوریٹی		
عہدیداروں		عہدیدار		
نے		نے		
کسی		کوئی		
قانونی		قانونی		
کارروائی		کارروائی		
کے		کے		
بغیر		بغیر		
جیل		جیل		
مےں		مےں		
رکھا		رکھ		
ہے		ہے		
۔		۔		
جس		جو		
مےں		مےں		
زائد		زائد		
از		از		
700		700		
فوجی		فوجی		
دستاویزات		دستاویز		
مےں		مےں		
نئی		نیا		
اور		اور		
تفصیلی		تفصیلی		
معلومات		معلومات		
فراہم		فراہم		
کی		کر		
گئی		جا		
ہیں		ہے		
۔		۔		
فوجی		فوجی		
انٹلیجنس		انٹلیجنس		
عہدیداروں		عہدیدار		
نے		نے		
فروری		فروری		
2002		2002		
سے		سے		
جنوری		جنوری		
2009		2009		
تک		تک		
گوانتاناموبے		گوانتاناموبے		
جیل		جیل		
مےں		مےں		
محروسین		محروس		
کی		کا		
تفصیلات		تفصیل		
درج		درج		
کی		کر		
ہیں		ہے		
۔		۔		
ان		یہ		
قیدیوں		قیدی		
میں		میں		
معصوم		معصوم		
بچے		بچہ		
بھی		بھی		
ہےں		ہے		
بس		بس		
مسافر		مسافر		
بھی		بھی		
ہےں		ہے		
NULL		null		
جو		جو		
صرف		صرف		
کابل		کابل		
کا		کا		
ٹکٹ		ٹکٹ		
لے		لے		
کر		کر		
بس		بس		
مےں		مےں		
سوار		سوار		
ہوئے		ہو		
تھے		تھا		
۔		۔		
افغانستان		افغانستان		
کے		کے		
بارے		بارہ		
مےں		مےں		
لکھی		لکھ		
گئی		جا		
نظم		نظم		
رکھنے		رکھ		
والے		والا		
شہری		شہری		
کو		کو		
بھی		بھی		
امریکی		امریکی		
فوج		فوج		
نے		نے		
جیل		جیل		
مےں		مےں		
ڈال		ڈال		
دیا		دے		
۔		۔		
جیل		جیل		
کے		کا		
ان		یہ		
بےیار		بےیار		
و		و		
مددگار		مددگار		
قیدیوں		قیدی		
کی		کا		
انسانی		انسانی		
صحت		صحت		
کی		کا		
تفصیلات		تفصیل		
رونگٹے		رونگٹا		
کھڑے		کھڑا		
کر		کر		
دیتی		دے		
ہیں		ہے		
۔		۔		
قیدیوں		قیدی		
کی		کا		
بیماری		بیماری		
,		,		
ہپٹائٹس		ہپٹائٹس		
مرض		مرض		
,		,		
ٹی		ٹی		
بی		بی		
NULL		null		
مایوسی		مایوسی		
کا		کا		
شکار		شکار		
محروسین		محروس		
کے		کے		
ساتھ		ساتھ		
جیل		جیل		
کے		کا		
حکام		حکام		
کا		کا		
غیرانسانی		غیرانسانی		
سلوک		سلوک		
عالم		عالم		
انسانیت		انسانیت		
کے		کے		
لئے		لئے		
سوال		سوال		
بنا		بنا		
ہوا		ہو		
ہے		ہے		
۔		۔		
گزشتہ		گزشتہ		
زائد		زائد		
6		6		
سال		سال		
سے		سے		
ان		یہ		
قیدیوں		قیدی		
کو		کو		
امریکی		امریکی		
سیکوریٹی		سیکوریٹی		
عہدیداروں		عہدیدار		
نے		نے		
کسی		کوئی		
قانونی		قانونی		
کارروائی		کارروائی		
کے		کے		
بغیر		بغیر		
جیل		جیل		
مےں		مےں		
رکھا		رکھ		
ہے		ہے		
۔		۔		
ان		یہ		
قیدیوں		قیدی		
مےں		مےں		
مغویہ		مغویہ		
14		14		
سال		سال		
کا		کا		
لڑکا		لڑکا		
بھی		بھی		
ہے		ہے		
,		,		
NULL		null		
اس		یہ		
طرح		طرح		
کے		کا		
کئی		کئی		
لڑکے		لڑکا		
اور		اور		
افغان		افغان		
و		و		
پاکستان		پاکستان		
یا		یا		
غیرملکی		غیرملکی		
شہری		شہری		
ہوں_گے		ہے		
جنہیں		جو		
اندھادھند		اندھادھند		
طریقہ		طریقہ		
سے		سے		
گرفتار		گرفتار		
کر		کر		
کے		کر		
جیل		جیل		
مےں		مےں		
محروس		محروس		
کر		کر		
دیا		دے		
گیا		جا		
۔		۔		
بدنام		بدنام		
زمانہ		زمانہ		
گوانتاناموبے		گوانتاناموبے		
جیل		جیل		
کا		کا		
قیام		قیام		
امریکہ		امریکہ		
نے		نے		
صرف		صرف		
القاعدہ		القاعدہ		
کے		کا		
نٹ_ورک		نٹ_ورک		
سے		سے		
وابستہ		وابستہ		
افراد		فرد		
کو		کو		
سزا		سزا		
دینے		دے		
کے		کے		
لئے		لئے		
بنایا		بنا		
تھا		تھا		
۔		۔		
القاعدہ		القاعدہ		
کے		کا		
سربراہ		سربراہ		
بن		بن		
لادن		لادن		
کی		کا		
گرفتاری		گرفتاری		
مےں		مےں		
ناکام		ناکام		
امریکی		امریکی		
فوج		فوج		
اور		اور		
انٹلیجنس		انٹلیجنس		
اس		یہ		
جیل		جیل		
کو		کو		
انسانی		انسانی		
حقوق		حق		
کی		کا		
بدترین		بدترین		
خلاف_ورزیوں		خلاف_ورزی		
کے		کے		
طور		طور		
پر		پر		
استعمال		استعمال		
کر		کر		
رہی		رہ		
ہے		ہے		
۔		۔		
قیدیوں		قیدی		
کو		کو		
پانی		پانی		
کے		کا		
جہاز		جہاز		
یا		یا		
کشتیوں		کشتی		
کی		کا		
سواری		سواری		
,		,		
نیند		نیند		
سے		سے		
محروم		محروم		
رکھنے		رکھ		
کی		کا		
سزا		سزا		
اور		اور		
تیز		تیز		
آواز		آواز		
والی		والا		
موسیقی		موسیقی		
سے		سے		
کان		کان		
پھاڑ		پھاڑ		
دینے		دے		
والی		والا		
سزا		سزا		
دی		دے		
جا		جا		
رہی		رہ		
ہے		ہے		
۔		۔		
انسانیت		انسانیت		
کے		کے		
خلاف		خلاف		
ہونے		ہو		
والی		والا		
اس		یہ		
ناانصافی		ناانصافی		
اور		اور		
غیرقانونی		غیرقانونی		
حراست		حراست		
پر		پر		
ساری		سارا		
دنیا		دنیا		
کی		کا		
حقوق		حقوق		
انسانی		انسانی		
کی		کا		
علمبردار		علمبردار		
تنظیمیں		تنظیم		
خاموش		خاموش		
ہیں		ہے		
۔		۔		
عام		عام		
رائے		رائے		
یہی		یہ		
ہے		ہے		
کہ		کہ		
امریکہ		امریکہ		
خود		خود		
اپنی		اپنا		
ناکام		ناکام		
پالیسیوں		پالیسی		
اور		اور		
مایوس_کن		مایوس_کن		
منصوبوں		منصوبہ		
کے		کا		
دائرہ		دائرہ		
مےں		مےں		
مقید		مقید		
ہوتا		ہو		
جا		جا		
رہا		رہ		
ہے		ہے		
۔		۔		
اس		وہ		
کی		کا		
گوانتاناموبے		گوانتاناموبے		
جیسی		جیسی		
غیرانسانی		غیرانسانی		
جیلوں		جیل		
کی		کا		
وجہ		وجہ		
سے		سے		
دنیا		دنیا		
بھر		بھر		
مےں		مےں		
ظلم		ظلم		
و		و		
زیادتی		زیادتی		
کے		کے		
خلاف		خلاف		
آواز		آواز		
اٹھانے		اٹھا		
کو		کو		
دہشت_گردی		دہشت_گردی		
کی		کا		
نئی		نیا		
تاریخ		تاریخ		
مرتب		مرتب		
کرنے		کر		
والی		والا		
تنظیمیں		تنظیم		
مجتمع		مجتمع		
ہو		ہو		
رہی		رہ		
ہیں		ہے		
۔		۔		
القاعدہ		القاعدہ		
کے		کا		
سربراہ		سربراہ		
کی		کا		
گرفتاری		گرفتاری		
کی		کا		
صورت		صورت		
مےں		مےں		
نیوکلیر		نیوکلیر		
حملے		حملہ		
کئے		کر		
جانے		جا		
کی		کا		
دھمکی		دھمکی		
کے		کے		
پیش		پیش		
نظر		پیش		
امریکی		امریکی		
پالیسی_ساز		پالیسی_ساز		
اداروں		ادارہ		
نے		نے		
اپنی		اپنا		
فوجی		فوجی		
کارروائیوں		کارروائی		
کا		کا		
رخ		رخ		
معصوم		معصوم		
انسانوں		انسان		
کی		کا		
جانب		جانب		
موڑ		موڑ		
کر		کر		
صورتحال		صورت_حال		
مزید		مزید		
بھیانک		بھیانک		
بنا		بن		
دی		دے		
ہے		ہے		
اس		یہ		
طرح		طرح		
کی		کا		
مفاہمانہ		مفاہمانہ		
پالیسیوں		پالیسی		
پر		پر		
غور		غور		
و		و		
خوض		خوض		
کے		کا		
دن		دن		
گذارنے		گذار		
والی		والا		
امریکی		امریکی		
نظم		نظم		
و		و		
نسق		نسق		
نے		نے		
اپنی		اپنا		
جیلوں		جیل		
مےں		مےں		
محروس		محروس		
قیدیوں		قیدی		
کو		کو		
دی		دے		
جانے		جا		
والی		والا		
اذیت_ناک		اذیت_ناک		
سزاؤں		سزا		
پر		پر		
کبھی		کبھی		
غور		غور		
نہیں		نہیں		
کیا		کر		
۔		۔		
القاعدہ		القاعدہ		
سے		سے		
مفاہمت		مفاہمت		
کئے		کر		
بغیر		بغیر		
طالبان		طالبان		
سے		سے		
مکمل		مکمل		
صلح		صلح		
کرنے		کر		
اور		اور		
ملا		مل		
عمر		عمر		
کو		کو		
رہا		رہا		
کرا		کرا		
کر		کر		
اپنی		اپنا		
غرض		غرض		
پوری		پورا		
کرنے		کر		
کی		کا		
فکر		فکر		
رکھنے		رکھ		
والی		والا		
امریکی		امریکی		
فوج		فوج		
اور		اور		
نظم		نظم		
و		و		
نسق		نسق		
کو		کو		
ذاتی		ذاتی		
مفادات		مفاد		
بھی		بھی		
عزیز		عزیز		
ہیں		ہے		
۔		۔		
سابق		سابق		
صدر		صدر		
جارج		جارج		
بش		بش		
کے		کا		
نقش		نقش		
قدم		قدم		
پر		پر		
چلنے		چل		
والے		والا		
بارک		بارک		
اوباما		اوباما		
کو		کو		
اپنی		اپنا		
دوسری		دوسرا		
میعاد		میعاد		
کے		کے		
لئے		لئے		
انتخابی		انتخابی		
مقابلہ_آرائی		مقابلہ_آرائی		
کی		کا		
تیاری		تیاری		
کرنی		کر		
ہے		ہے		
۔		۔		
آنے		آ		
والے		والا		
انتخابات		انتخاب		
مےں		مےں		
انہیں		وہ		
دیگر		دیگر		
امور		امر		
کے		کے		
علاوہ		علاوہ		
ملکی		ملکی		
معاملات		معاملہ		
مےں		مےں		
ناکامیوں		ناکامی		
کا		کا		
بھی		بھی		
سامنا		سامنا		
کرنا		کر		
پڑےگا		پڑ		
۔		۔		
افغانستان		افغانستان		
و		و		
عراق		عراق		
مےں		مےں		
ہوئی		ہو		
ناکامیاں		ناکامی		
بھی		بھی		
ان		یہ		
کا		کا		
تعاقب		تعاقب		
کریں_گی		کر		
۔		۔		
عراق		عراق		
کی		کا		
ابوغریب		ابوغریب		
جیل		جیل		
سے		سے		
لے		لے		
کر		کر		
کیوبا		کیوبا		
کی		کا		
گوانتاناموبے		گوانتاناموبے		
جیل		جیل		
کے		کا		
قیدیوں		قیدی		
کی		کا		
آہ		آہ		
و		و		
بکا		بک		
بھی		بھی		
ان		وہ		
کا		کا		
تعاقب		تعاقب		
کر		کر		
رہی		رہ		
ہیں		ہے		
۔		۔		
اوباما		اوباما		
کی		کا		
اندرون		اندرون		
ملک		ملک		
پالیسی		پالیسی		
مسائل		مسئلہ		
کا		کا		
شکار		شکار		
ہے		ہے		
تو		تو		
ان		وہ		
کی		کا		
خارجہ		خارجہ		
پالیسی		پالیسی		
بھی		بھی		
تین		تین		
طرح		طرح		
سے		سے		
متاثر		متاثر		
نظر		نظر		
آ		آ		
رہی		رہ		
ہے		ہے		
۔		۔		
اول		اول		
تو		تو		
وہ		وہ		
بین_الاقوامی		بین_الاقوامی		
مسائل		مسئلہ		
مےں		مےں		
ترجیحات		ترجیح		
کا		کا		
تعین		تعین		
نہیں		نہیں		
کر		کر		
سکے		سک		
۔		۔		
مشرق		مشرق		
وسطی		وسطی		
,		,		
مصر		مصر		
,		,		
تیونس		تیونس		
اور		اور		
اب		اب		
لیبیا		لیبیا		
کے		کا		
مسئلہ		مسئلہ		
پر		پر		
ان		یہ		
کی		کا		
پالیسیاں		پالیسی		
عالمی		عالمی		
تنقیدوں		تنقید		
سے		سے		
دوچار		دوچار		
ہیں		ہے		
۔		۔		
ایسے		ایسا		
مےں		مےں		
خود		خود		
امریکی		امریکی		
فوجی		فوجی		
انٹلیجنس		انٹلیجنس		
عہدیداروں		عہدیدار		
نے		نے		
گوانتاناموبے		گوانتاناموبے		
جیل		جیل		
سے		سے		
متعلق		متعلق		
700		700		
فوجی		فوجی		
دستاویزات		دستاویز		
کو		کو		
امریکی		امریکی		
عوام		عوام		
کے		کے		
سامنے		سامنے		
پیش		پیش		
کیا		کر		
ہے		ہے		
تو		تو		
ان		یہ		
دستاویزات		دستاویز		
مےں		مےں		
ظاہرکردہ		ظاہرکردہ		
گوانتاناموبے		گوانتاناموبے		
قیدیوں		قیدی		
کی		کا		
تفصیلات		تفصیل		
امریکی		امریکی		
نظم		نظم		
و		و		
نسق		نسق		
کے		کے		
لئے		لئے		
خاصکر		خاصکر		
اوباما		اوباما		
کے		کے		
لئے		لئے		
آئندہ		آئندہ		
کے		کا		
انتخابی		انتخابی		
امکانات		امکان		
کو		کو		
ٹھیس		ٹھیس		
پہنچا		پہنچ		
سکتی		سک		
ہےں		ہے		
۔		۔		
کیونکہ		کیونکہ		
گوانتاناموبے		گوانتانامے		
جیل		جیل		
سب		سب		
سے		سے		
زیادہ		زیادہ		
بدنام		بدنام		
جیل		جیل		
ہے		ہے		
اس		وہ		
کے		کا		
جائزہ		جائزہ		
کی		کا		
رپورٹ		رپورٹ		
پر		پر		
اےک		اےک		
طویل		طویل		
بحث		بحث		
چھڑ		چھڑ		
جائے		جا		
تو		تو		
جیل		جیل		
کے		کا		
قیدیوں		قیدی		
کے		کے		
ساتھ		ساتھ		
روا		روا		
رکھے		رکھ		
جانے		جا		
والے		والا		
غیرانسانی		غیرانسانی		
سلوک		سلوک		
پر		پر		
سیاسی		سیاسی		
ہلچل		ہلچل		
پیدا		پیدا		
ہو		ہو		
جائےگی		جا		
کیونکہ		کیونکہ		
قیدیوں		قیدی		
کو		کو		
مقدمہ		مقدمہ		
کے		کے		
بغیر		بغیر		
طویل		طویل		
مدت		مدت		
تک		تک		
محروس		محروس		
رکھنا		رکھ		
غیرمنصفانہ		غیرمنصفانہ		
کارروائی		کارروائی		
ہے		ہے		
۔		۔		
امریکی		امریکی		
نظم		نظم		
و		و		
نسق		نسق		
یا		یا		
فوج		فوج		
نے		نے		
قیدیوں		قیدی		
کی		کا		
غیرقانونی		غیرقانونی		
طویل		طویل		
مدت		مدت		
کی		کا		
حراست		حراست		
پر		پر		
اپنے		اپنا		
موقف		موقف		
کو		کو		
واضح		واضح		
نہیں		نہیں		
کیا		کر		
ہے		ہے		
۔		۔		
امریکی		امریکی		
عدالتوں		عدالت		
مےں		مےں		
ججس		جج		
نے		نے		
بھی		بھی		
سرکاری		سرکاری		
الزامات		الزام		
اور		اور		
حوالہ_جات		حوالہ_جات		
کو		کو		
مسترد		مسترد		
کر		کر		
دیا		دے		
ہے		ہے		
۔		۔		
بدنام		بدنام		
زمانہ		زمانہ		
امریکی		امریکی		
جیلوں		جیل		
کی		کا		
دردناک		دردناک		
داستانیں		داستان		
منظر		منظر		
عام		عام		
پر		پر		
آنے		آ		
کے		کے		
باوجود		باوجود		
انسانی		انسانی		
حقوق		حق		
کی		کا		
دہائی		دہائی		
دینے		دے		
والے		والا		
امریکہ		امریکہ		
نے		نے		
2007		2007		
سے		سے		
کئی		کئی		
نئے		نیا		
قیدیوں		قیدی		
